Seniority,Home,Time,Age,Marital,Records,Job,Expenses,Income,Assets,Debt,Amount,Price,prediction,target
4,1,59,50,4,1,1,35.0,97.0,7746.3,0.0,568.2,690.4,0,0
15,2,56,45,1,0,1,35.4,108.0,3444.2,0.0,1195.6,958.1,1,1
10,1,27,41,2,0,1,91.3,18.5,17644.9,0.0,1196.3,1828.0,1,1
13,1,38,35,3,0,0,39.2,208.5,0.0,866.8,1375.0,395.9,1,1
6,2,58,34,0,1,0,96.2,272.3,0.0,0.0,337.9,2181.9,1,0
11,3,72,42,0,1,2,77.6,104.1,10511.9,0.0,701.8,2084.6,1,0
0,5,22,18,0,0,2,39.2,279.3,0.0,0.0,517.3,2395.9,1,1
2,2,42,31,3,0,1,67.9,15.7,6568.3,0.0,996.2,2775.9,1,1
0,1,47,37,1,1,0,35.0,101.5,7602.1,499.5,893.3,1125.9,0,1
4,0,42,31,3,1,0,43.5,93.7,0.0,0.0,1030.0,1304.1,0,0
14,4,35,37,3,0,1,53.7,95.1,9918.3,604.1,905.5,953.5,1,0
0,0,43,32,0,0,1,35.9,52.1,0.0,0.0,1361.7,2321.5,0,0
9,3,37,27,2,0,1,87.9,117.3,4904.9,0.0,960.4,1249.8,1,1
11,1,43,46,3,0,3,35.2,199.0,24745.1,0.0,740.6,1996.9,1,1
0,2,54,34,2,1,0,50.2,111.5,5112.0,1824.5,1049.0,1482.2,0,1
0,1,32,18,4,1,3,42.3,173.2,21275.7,0.0,1063.3,484.9,0,0
4,1,41,37,4,0,3,42.9,189.6,26706.4,0.0,1388.3,1966.6,1,1
7,0,29,57,1,0,3,41.9,202.9,22914.9,1139.1,1274.4,1620.0,1,0
13,3,46,20,0,1,0,35.4,97.5,20270.2,0.0,2032.3,730.7,1,1
1,5,27,51,2,1,0,56.4,78.0,0.0,31.9,902.2,2006.0,0,0
0,4,51,35,0,0,3,35.0,129.3,0.0,0.0,1305.6,1171.0,0,1
11,3,36,35,4,1,3,35.0,173.7,11015.2,380.9,631.0,1113.2,1,0
8,2,63,40,4,1,3,81.4,159.5,17115.8,0.0,360.0,1817.0,1,0
0,2,57,33,3,1,1,50.5,37.8,0.0,315.8,1420.3,963.3,0,1
0,3,56,23,0,0,3,38.2,32.6,6197.2,0.0,898.8,1416.2,1,1
6,1,50,42,3,0,3,83.2,117.2,0.0,0.0,952.0,263.0,0,0
8,3,55,41,1,0,0,35.0,212.9,0.0,859.1,831.5,1411.3,1,1
11,1,46,53,4,1,0,72.0,156.4,0.0,1656.7,1013.0,2190.1,0,1
13,1,67,45,3,0,2,50.5,6.0,3162.6,3827.4,1002.8,586.5,1,0
11,1,62,32,1,1,0,41.1,55.7,0.0,0.0,1219.8,1363.7,0,1
11,0,72,29,1,1,2,51.6,149.5,18842.8,466.6,708.3,525.4,1,0
9,2,64,30,3,0,1,59.9,120.3,0.0,0.0,1151.0,929.3,1,0
8,0,57,40,0,0,2,35.0,6.0,10426.7,0.0,592.9,1022.6,1,0
15,1,55,42,1,0,3,61.9,114.6,0.0,0.0,1024.6,1714.5,1,1
4,5,39,29,2,1,2,57.4,64.8,3510.0,1368.3,750.6,1864.8,0,1
0,2,31,54,2,1,1,77.8,22.4,6610.5,0.0,467.6,1225.3,0,0
9,1,32,21,4,0,3,48.9,229.0,14350.3,756.9,868.7,100.0,1,1
0,2,63,23,2,1,3,58.9,123.1,15958.8,0.0,1120.6,940.4,0,1
12,0,48,33,2,1,2,92.5,32.9,0.0,277.1,1444.2,1391.3,0,0
0,0,64,40,0,0,3,54.5,127.9,10259.4,0.0,1133.2,997.0,1,1
11,3,52,39,0,0,3,35.0,262.8,0.0,0.0,134.4,839.4,1,1
9,0,40,34,1,1,1,35.0,106.2,494.4,1299.8,2220.0,1447.9,0,0
3,1,41,32,2,1,2,55.7,110.0,4395.4,125.1,575.6,1758.2,1,0
1,3,43,28,3,0,1,35.0,87.7,27706.8,0.0,899.3,2141.3,1,1
3,3,27,43,2,0,0,55.0,184.9,8650.1,0.0,838.8,2021.5,1,0
3,3,49,23,3,0,0,53.9,108.6,0.0,1001.8,1094.0,1439.1,1,1
13,2,58,40,4,0,2,57.6,187.6,8113.0,0.0,1498.6,1161.1,1,1
0,4,30,39,3,0,3,45.4,44.7,9563.4,0.0,1796.6,1344.1,1,1
9,1,49,31,2,1,2,119.5,93.1,0.0,0.0,1586.5,1717.5,0,0
8,5,61,40,2,1,2,88.3,161.0,0.0,865.6,1219.5,2390.3,0,0
0,0,65,32,0,0,1,70.5,115.8,0.0,0.0,963.4,410.8,1,1
0,2,69,34,3,1,1,41.6,101.9,5955.6,383.7,1079.3,2103.2,0,1
21,5,44,34,4,0,2,36.5,6.0,21198.6,0.0,696.0,100.0,1,1
0,4,20,23,1,0,3,35.0,83.0,4582.3,0.0,1125.9,1170.0,1,0
18,3,27,18,2,1,0,65.4,111.9,0.0,1859.3,1581.8,1367.1,1,0
10,3,63,43,3,1,3,58.9,177.1,0.0,190.2,1086.2,1515.3,0,0
7,4,55,27,4,1,2,64.1,164.7,16923.2,0.0,1277.5,925.6,0,1
0,2,66,27,1,0,3,74.1,172.6,0.0,0.0,402.6,1106.5,0,1
0,0,54,38,0,1,0,66.3,171.4,0.0,160.0,1771.6,1640.4,0,0
14,2,47,51,4,1,1,100.3,143.1,15024.5,0.0,1419.6,1560.9,1,1
6,1,44,18,2,0,0,36.3,130.9,5405.6,913.1,974.2,2260.2,1,1
0,5,71,31,0,1,2,35.0,129.3,0.0,0.0,1089.7,2130.2,0,0
1,0,59,38,0,1,2,68.8,267.5,0.0,646.3,1562.8,1855.4,0,0
5,1,31,58,1,1,1,41.2,61.5,5004.5,224.1,1924.3,1973.1,0,1
7,5,46,46,2,1,0,35.0,209.8,9593.5,587.9,1403.1,2131.2,1,1
11,2,49,51,4,0,1,76.1,97.0,4405.6,0.0,1489.8,548.7,1,1
13,0,72,21,4,0,2,46.3,33.2,15692.5,703.6,1669.1,100.0,0,1
7,2,56,43,2,1,3,48.6,271.4,21308.7,682.8,1261.4,1089.1,1,1
0,3,48,27,4,0,2,45.2,227.8,11202.0,3484.5,697.8,1872.9,1,0
9,3,60,34,3,1,2,53.6,61.2,0.0,1220.0,832.2,1379.3,0,1
7,0,16,31,2,0,3,64.7,213.8,7942.0,812.3,1548.4,1373.3,1,1
0,1,40,36,3,0,0,91.6,128.1,9535.8,0.0,558.7,1619.4,1,1
7,2,45,38,3,1,2,35.0,101.0,0.0,0.0,1631.7,2744.8,0,1
8,2,41,45,3,0,3,59.7,57.9,17149.4,0.0,1157.3,2167.8,1,1
0,3,57,53,2,0,2,50.5,151.6,0.0,0.0,1223.3,257.0,0,1
0,2,58,34,1,0,3,35.0,119.0,0.0,0.0,884.7,1894.7,0,0
11,3,38,47,0,0,1,55.8,161.8,0.0,910.1,1613.9,1929.2,1,1
7,2,30,32,1,0,2,39.6,152.2,9715.0,0.0,1852.4,2640.8,1,1
19,5,46,32,1,1,1,55.3,145.4,22602.6,1553.9,100.0,2741.4,1,1
0,5,27,35,2,1,2,93.0,246.5,14933.0,0.0,1218.1,2712.6,0,0
3,4,61,27,0,1,2,50.0,90.2,12879.6,0.0,493.5,2024.2,0,0
14,1,52,25,2,1,0,73.8,93.4,2177.5,0.0,2116.5,912.4,0,1
0,5,58,24,2,1,0,46.5,251.8,0.0,101.4,1365.1,2045.8,0,0
22,2,43,29,0,1,3,36.8,82.6,19071.5,1827.4,1757.9,2719.0,1,0
3,3,46,29,4,1,1,50.6,96.8,10378.6,0.0,654.4,546.1,0,0
0,2,52,50,0,1,0,58.1,56.4,0.0,319.3,1350.2,656.9,0,1
10,0,38,40,1,1,0,35.0,175.2,0.0,0.0,1748.1,1311.4,1,1
0,4,63,49,3,1,3,35.0,269.9,0.0,0.0,1586.4,1761.5,0,1
20,0,72,38,2,1,3,66.6,199.0,5741.8,0.0,1164.8,2911.4,1,0
3,3,44,42,4,0,2,50.6,49.9,0.0,0.0,981.0,2472.3,0,0
0,3,72,43,2,1,1,62.7,133.7,0.0,0.0,836.4,963.2,0,0
20,2,50,49,0,0,1,45.1,109.2,22764.6,422.3,578.0,1036.7,1,0
12,4,42,32,0,0,2,61.9,75.3,17258.4,653.8,242.6,830.9,1,0
0,1,55,46,1,1,0,44.8,46.1,16934.5,0.0,1070.2,1123.3,0,0
0,5,56,29,0,1,2,57.4,139.2,0.0,1034.2,100.0,968.1,0,0
0,5,49,20,2,1,0,66.5,185.9,0.0,47.9,1130.3,1733.1,0,1
9,1,34,26,4,1,0,42.4,129.4,796.3,1135.4,1768.3,1825.0,1,1
11,1,63,50,3,0,2,68.4,67.9,0.0,0.0,603.2,340.5,0,1
4,5,54,37,0,1,3,48.7,115.3,0.0,422.5,1179.2,1219.4,0,1
11,3,64,34,2,0,2,35.0,323.6,7600.4,886.9,622.8,2075.4,1,1
10,5,52,27,1,1,1,35.0,225.0,0.0,1228.5,808.5,745.8,1,0
7,5,55,36,1,0,2,38.1,36.5,0.0,751.2,646.7,1019.9,0,0
0,0,53,38,1,0,0,49.8,125.2,0.0,436.5,476.8,1068.5,1,1
0,2,33,28,2,1,3,35.0,114.0,6972.5,0.0,741.4,1055.6,0,1
7,4,31,25,4,0,2,35.0,59.9,0.0,469.4,685.8,1131.3,0,1
12,5,52,26,4,1,3,49.2,332.7,0.0,0.0,1689.6,771.6,0,1
19,2,46,28,4,0,0,69.3,113.2,0.0,0.0,628.9,1494.2,1,1
2,3,56,34,0,0,3,70.2,83.1,0.0,0.0,417.2,2930.0,0,0
1,4,65,29,1,0,0,56.6,229.9,0.0,0.0,772.6,1296.4,1,1
7,3,43,40,1,1,3,55.2,76.4,13926.9,1341.3,1615.7,1857.0,0,0
6,5,53,33,3,0,1,88.9,185.5,0.0,0.0,1449.9,422.8,1,0
3,1,35,22,4,1,3,58.0,134.1,8817.3,0.0,1148.4,1381.1,0,0
3,4,51,49,3,1,1,58.1,117.5,0.0,0.0,1252.5,100.0,0,0
14,3,44,33,2,1,3,52.3,122.8,1358.2,0.0,1611.7,996.6,0,1
12,0,45,41,4,0,2,65.5,104.6,0.0,0.0,961.9,895.7,1,0
15,1,57,24,4,0,0,55.8,198.0,3516.9,0.0,813.3,1015.0,1,0
2,5,52,36,2,1,2,35.0,107.2,13141.0,720.3,1096.1,1500.1,0,1
0,0,42,51,1,1,2,42.2,14.8,0.0,0.0,1185.9,1677.0,0,0
0,2,57,22,0,0,2,50.7,88.0,4912.4,620.9,495.6,2034.5,1,1
6,2,23,42,3,0,1,79.3,158.1,19059.1,0.0,1386.5,2267.7,1,1
19,3,52,33,0,1,3,35.0,247.4,4258.8,1501.3,210.1,789.3,1,0
1,0,51,32,3,0,3,79.6,244.9,11698.0,0.0,2013.3,936.2,1,1
0,0,63,41,1,1,0,43.3,59.7,0.0,0.0,729.8,1328.4,0,1
0,3,36,41,3,0,2,42.6,126.8,11999.6,0.0,1403.6,1412.0,0,0
0,0,44,25,3,0,3,47.7,163.5,0.0,534.2,502.5,1117.6,0,1
19,2,40,23,1,1,3,51.7,20.7,0.0,0.0,611.2,1611.8,1,1
0,1,45,36,3,1,2,43.0,176.1,0.0,1874.0,568.4,1313.5,0,0
16,3,38,42,1,1,2,41.9,79.4,5335.7,0.0,1039.1,1609.0,1,0
6,5,35,39,2,1,1,35.0,20.7,8866.3,0.0,1282.9,977.8,0,0
2,4,52,32,3,1,2,43.5,156.0,7515.2,1661.8,498.4,1291.8,0,1
0,3,72,31,1,1,3,35.0,121.0,0.0,0.0,1065.9,1609.6,0,1
8,4,32,25,0,1,0,63.7,147.9,0.0,0.0,100.0,3026.7,1,1
7,2,19,32,1,0,1,42.1,88.6,13919.7,735.3,1531.9,2075.0,1,0
0,3,34,29,1,0,1,35.0,209.7,5624.4,0.0,1692.4,1189.7,1,1
0,4,31,32,0,1,1,59.3,6.0,10586.6,219.2,1447.0,1166.4,0,0
0,4,26,32,4,0,0,77.6,130.2,0.0,883.3,1473.6,771.4,1,0
17,3,38,46,1,1,2,56.5,250.7,18949.1,289.8,1403.1,1269.4,1,1
0,1,65,31,4,1,2,54.5,97.2,0.0,612.9,1150.1,1975.5,0,1
17,1,39,24,0,0,3,81.4,155.0,9467.8,766.3,327.8,1498.0,1,1
8,4,44,42,4,0,2,54.1,27.6,9605.5,625.6,1353.8,807.5,1,0
14,1,51,42,2,1,2,78.2,137.5,1687.0,829.3,1517.7,2381.8,0,0
0,3,59,32,1,0,1,55.5,289.6,7187.9,1596.1,826.7,1397.7,1,1
0,0,39,35,3,0,2,77.7,174.7,6376.9,0.0,685.2,1668.6,1,1
7,0,45,43,1,1,0,42.5,6.0,14752.4,0.0,623.4,1562.8,1,1
0,4,62,38,1,1,3,43.2,6.0,4553.5,0.0,153.8,1736.9,0,1
2,0,26,24,1,1,1,38.6,96.6,0.0,0.0,559.9,2110.7,1,0
8,2,57,47,0,1,2,54.5,174.5,3814.7,0.0,1377.9,100.0,0,1
8,4,31,47,0,1,1,63.5,49.0,0.0,0.0,1268.7,1569.4,0,1
8,4,41,31,3,0,1,78.7,409.1,0.0,3987.4,1463.2,2502.6,1,1
16,3,37,34,0,0,3,35.0,65.6,9371.6,1519.9,1411.9,1306.3,1,0
2,1,38,46,0,1,1,61.3,232.1,0.0,176.6,617.5,1002.0,1,0
20,3,43,45,1,0,2,55.0,72.7,3572.4,0.0,1016.7,2466.3,1,0
3,5,53,51,4,1,0,40.1,81.9,18179.9,1696.5,298.2,2478.0,1,1
15,3,35,31,3,0,1,55.4,13.4,1870.0,0.0,1889.7,1492.3,0,0
6,5,46,24,3,0,2,50.1,100.4,0.0,0.0,686.0,295.0,0,0
5,2,46,27,4,0,1,46.1,177.1,4591.8,3719.5,1442.8,1950.3,1,1
2,0,53,42,4,0,0,55.9,45.8,8617.4,0.0,1209.3,2510.6,0,1
0,2,46,23,0,1,2,35.0,154.7,8522.3,0.0,1157.3,1520.3,0,0
0,1,32,24,3,0,1,49.2,23.2,0.0,0.0,1694.1,1681.6,0,1
6,1,40,38,2,0,3,65.0,209.5,508.9,804.7,701.8,1337.8,1,0
9,5,51,30,4,0,3,51.6,11.5,3465.6,542.4,868.9,1440.8,0,0
0,2,38,26,3,1,3,35.0,45.6,10082.0,29.1,1521.6,1369.0,0,1
0,4,65,47,3,1,1,38.7,21.8,0.0,0.0,627.7,1297.6,0,0
0,4,35,30,2,1,3,49.5,85.0,27605.2,870.7,964.5,239.2,0,0
7,5,58,44,0,1,2,35.0,238.8,26276.1,358.2,938.1,1280.1,1,1
0,5,43,40,2,1,1,44.0,187.7,11902.2,0.0,861.4,908.8,0,0
3,5,46,33,2,1,2,35.0,121.2,0.0,0.0,712.2,1576.1,0,0
7,1,47,23,0,1,1,46.3,399.0,13023.7,0.0,653.4,2356.0,1,0
6,1,15,36,2,0,3,35.1,151.7,16221.7,616.7,1123.3,100.0,1,1
0,1,36,33,4,1,1,38.6,171.1,0.0,0.0,1572.5,782.4,0,1
13,3,57,40,3,1,0,65.9,6.0,13340.6,276.4,1925.5,1179.0,0,0
8,0,62,39,2,0,2,35.0,111.4,21479.2,464.9,1652.9,1158.9,1,0
17,4,45,28,2,1,1,35.0,204.2,0.0,1192.2,1290.0,1748.0,1,1
7,0,59,44,1,1,3,52.4,89.2,6615.3,0.0,449.0,1154.8,1,0
2,2,62,30,1,1,2,62.8,52.6,0.0,2481.1,1336.2,2429.0,0,0
21,3,45,35,4,1,3,47.2,56.1,11344.4,2792.3,809.6,949.4,1,1
12,0,25,40,0,1,1,77.8,159.1,22496.2,2408.3,1330.9,601.8,1,1
5,5,48,18,0,0,2,35.0,62.1,23688.9,347.6,490.0,1399.9,1,1
4,3,24,40,3,1,3,84.5,160.4,0.0,357.0,1366.4,534.1,0,0
7,2,56,23,4,0,3,87.4,82.0,0.0,0.0,834.3,1255.0,0,1
6,0,47,37,1,1,0,72.6,125.5,5658.3,0.0,762.5,1551.3,1,1
0,4,50,20,1,1,0,56.6,107.9,20045.0,0.0,1277.8,1202.3,0,0
2,3,60,48,0,0,1,35.0,231.2,17221.7,1086.1,845.2,1057.6,1,0
12,1,29,40,3,0,3,55.2,57.4,35365.0,212.8,1063.7,2205.3,1,0
5,2,13,41,2,1,3,60.1,248.2,7858.5,0.0,691.8,1096.7,1,0
17,0,59,24,3,0,0,35.0,97.7,8292.2,0.0,969.1,3400.9,1,1
4,0,61,26,4,1,3,64.1,332.3,1929.4,232.6,100.0,100.0,0,0
0,0,39,23,0,1,0,67.4,131.2,0.0,997.8,1726.4,1423.0,0,0
12,1,72,40,2,1,1,35.0,125.8,0.0,0.0,1198.2,897.1,1,0
11,5,45,29,1,1,3,40.8,305.3,6037.4,769.2,1661.1,713.5,0,0
4,0,35,44,3,1,0,43.9,21.5,0.0,0.0,1747.0,993.2,0,1
5,2,45,43,2,1,1,35.0,118.8,0.0,570.7,1256.6,1628.6,0,0
0,3,66,46,4,1,0,82.1,158.6,18799.5,161.9,1081.9,1409.5,0,1
0,5,64,52,1,0,1,35.0,109.6,0.0,0.0,444.6,779.4,1,0
8,1,51,48,1,1,2,44.3,202.9,6894.7,0.0,832.3,1887.3,1,0
10,4,39,38,2,0,3,36.2,60.8,635.5,0.0,1523.7,1112.7,0,0
10,4,50,48,0,0,0,58.1,126.6,0.0,0.0,1264.2,1240.8,1,1
0,4,47,45,1,1,2,70.6,6.0,0.0,0.0,707.3,2219.9,0,1
7,4,36,48,3,1,3,35.0,24.0,0.0,0.0,1053.5,2583.6,0,1
0,3,39,37,4,1,3,71.8,6.0,6655.8,8.8,758.2,1926.7,0,0
3,5,54,30,0,0,0,40.8,35.0,0.0,0.0,645.0,2527.4,1,0
0,5,65,62,4,1,3,51.1,126.0,0.0,1395.3,1131.4,564.4,0,0
0,1,27,40,4,1,0,71.9,87.8,0.0,1099.3,1457.7,699.3,0,0
0,1,61,23,0,1,0,35.0,273.5,0.0,1459.6,906.5,2004.4,1,0
27,5,35,43,4,1,1,71.3,269.6,10544.7,0.0,280.9,1207.1,1,0
5,4,56,37,1,0,1,47.2,220.3,4503.7,0.0,831.4,1249.1,1,1
2,0,52,39,1,1,0,61.9,15.3,0.0,584.9,1121.2,2486.4,0,0
21,3,42,46,4,1,3,35.0,78.0,9003.3,0.0,1021.6,1210.6,1,0
4,1,42,36,3,0,1,46.0,215.2,12997.5,808.3,368.4,593.5,1,1
12,5,51,29,0,0,2,46.3,64.0,0.0,475.9,1914.2,722.2,0,1
2,3,25,24,0,0,1,67.4,56.2,10503.0,0.0,1075.6,2418.7,1,0
17,5,39,35,4,1,2,51.4,78.9,23554.4,0.0,513.3,1131.8,1,1
15,2,56,42,2,0,0,55.9,13.6,0.0,0.0,1528.1,1222.0,0,0
0,1,68,18,2,1,3,37.1,105.6,4581.5,1206.9,960.2,779.0,0,0
12,4,62,33,2,0,2,42.9,173.3,0.0,0.0,1029.3,2050.9,1,1
17,1,58,46,2,1,0,53.3,98.2,0.0,1219.9,637.3,1370.5,1,0
12,3,56,28,3,0,2,43.0,111.0,18744.0,668.6,433.2,278.7,1,0
0,5,62,41,4,0,0,35.0,259.4,1192.3,1733.9,1682.7,887.7,0,1
0,2,45,37,2,0,0,42.5,67.0,15551.6,0.0,1387.6,2284.7,1,0
26,3,60,39,1,1,1,47.9,139.6,0.0,236.2,1837.9,1601.6,1,0
0,3,57,47,0,1,1,62.5,238.7,2474.5,0.0,860.4,1541.3,0,1
2,2,37,37,1,0,2,79.7,206.7,4868.6,263.9,1092.6,1368.9,1,0
0,5,50,47,2,0,2,53.5,168.3,0.0,0.0,836.4,917.7,0,1
0,3,59,21,4,1,1,35.0,207.3,2778.1,109.3,747.1,899.3,1,0
0,3,38,29,3,1,1,48.9,68.7,23655.5,0.0,767.9,2180.3,1,1
21,1,51,44,3,1,1,57.9,91.9,0.0,0.0,1433.7,1684.5,0,1
0,2,52,43,4,0,3,40.4,183.3,0.0,0.0,509.9,1743.5,0,0
8,1,57,33,0,0,2,41.0,80.8,1075.2,0.0,596.4,1313.3,1,1
0,5,72,54,2,1,2,63.9,79.7,0.0,63.8,1616.1,1607.6,0,1
5,1,50,29,2,0,0,35.0,71.2,0.0,1781.4,886.9,1054.2,1,0
0,3,70,34,1,0,0,76.5,243.8,2018.4,0.0,746.3,1213.5,1,0
16,2,46,47,4,0,3,35.0,6.0,19414.1,1204.6,860.1,1757.4,1,1
7,4,47,35,3,1,1,45.2,133.7,4299.7,0.0,265.8,1118.8,1,0
0,1,26,48,4,0,3,63.2,136.9,0.0,0.0,283.5,870.1,0,0
6,4,66,22,0,1,1,45.2,61.2,0.0,0.0,1176.6,2454.4,0,1
3,5,57,31,3,1,0,36.7,166.2,0.0,757.1,354.6,556.3,0,0
9,1,46,41,2,1,2,55.9,98.7,17360.0,147.8,1051.2,1350.1,1,0
13,3,40,18,3,1,0,61.2,53.9,2503.6,3378.9,1102.2,1351.5,0,1
8,5,45,24,2,0,1,53.3,72.3,1832.9,1125.1,1209.3,862.9,1,0
0,3,40,27,3,1,1,35.0,65.3,8683.7,0.0,1358.0,1624.4,0,1
25,5,63,39,3,0,2,73.9,203.7,4436.8,0.0,332.7,1829.0,1,0
13,1,56,51,3,1,1,55.2,215.2,6355.1,0.0,769.5,1596.8,1,1
0,5,40,49,1,0,2,44.2,109.5,0.0,0.0,1021.7,1541.1,0,0
0,0,34,42,3,0,1,53.9,113.0,18925.9,1286.9,1629.7,1739.3,1,0
3,4,29,42,1,1,2,41.9,98.8,0.0,981.5,1633.4,1228.3,0,1
5,3,34,31,1,1,0,62.7,6.0,0.0,0.0,730.0,1445.4,0,0
0,5,43,36,0,1,3,35.0,70.9,0.0,420.9,994.2,100.0,0,1
2,0,28,35,3,0,0,64.2,224.0,0.0,0.0,1082.9,1862.1,1,1
0,5,70,49,1,1,2,46.6,66.1,0.0,0.0,338.4,2157.7,0,1
0,1,51,44,3,1,3,52.0,108.0,0.0,298.2,868.8,100.0,0,1
4,1,56,21,1,1,3,55.9,77.5,3261.0,378.4,100.0,1911.6,1,0
13,3,60,37,0,1,3,48.8,55.8,0.0,0.0,1223.8,580.4,0,1
21,4,32,28,2,1,0,46.7,171.3,12731.3,1064.1,949.4,1824.1,1,1
0,4,51,24,1,0,1,35.0,133.6,0.0,631.2,1130.4,100.0,0,0
6,0,32,38,0,1,0,40.9,160.1,0.0,0.0,463.9,2471.8,1,0
0,3,40,34,0,1,3,35.0,112.6,0.0,0.0,1192.0,1583.9,0,1
0,4,52,46,3,1,0,48.2,64.6,8502.4,394.0,1471.3,2840.7,0,1
0,3,45,34,0,1,0,71.5,223.2,0.0,0.0,1208.3,291.0,0,1
8,0,64,39,2,0,1,35.0,161.8,2877.5,879.6,1054.6,2472.7,1,1
0,0,39,34,1,0,2,52.5,130.4,0.0,929.8,1063.8,2017.6,0,1
9,0,71,36,4,1,0,35.0,255.9,26673.4,0.0,958.6,1459.3,1,1
9,1,65,35,2,1,0,79.0,164.9,0.0,0.0,939.7,1296.6,1,1
0,4,38,18,1,1,1,65.9,83.5,0.0,3242.0,1128.6,1829.9,0,1
4,5,66,25,1,1,3,58.0,202.7,8650.0,1619.9,924.1,915.6,0,1
5,4,55,38,3,0,3,53.1,6.0,13206.2,660.0,1511.9,1277.0,1,0
0,5,52,58,2,1,1,36.0,86.3,8310.4,3694.8,1574.8,1538.4,0,0
0,5,63,49,1,0,0,45.3,294.9,0.0,0.0,952.0,1123.4,1,0
4,4,67,40,1,0,2,65.3,172.9,2362.7,685.9,1313.6,989.3,0,1
1,1,57,33,2,0,1,36.5,148.8,273.8,1136.3,906.8,100.0,1,0
23,3,41,21,1,0,0,53.5,139.1,0.0,0.0,1932.7,292.6,1,1
10,2,62,45,1,1,1,72.2,275.6,0.0,0.0,1857.6,1040.5,1,0
9,4,72,28,0,0,3,67.6,182.3,0.0,0.0,1186.8,2448.4,1,1
3,1,43,51,4,0,1,72.0,259.8,3814.8,404.2,126.4,972.7,1,1
18,5,38,23,0,1,0,88.4,45.3,0.0,370.3,537.8,618.9,0,0
5,1,38,26,1,1,1,70.6,57.5,0.0,96.9,1360.5,1206.4,0,1
6,2,42,29,3,1,0,69.3,167.5,8941.5,0.0,623.8,100.0,1,0
10,2,56,30,2,1,3,41.5,139.1,0.0,0.0,908.1,3396.0,0,0
6,4,38,41,0,0,1,35.0,206.7,12120.7,2369.5,1165.9,1135.1,1,1
0,2,52,31,2,0,1,61.2,89.4,0.0,450.0,709.1,1876.7,1,0
16,5,45,36,2,0,0,69.7,165.9,0.0,0.0,1783.2,1315.9,1,1
8,4,64,34,4,1,2,35.0,6.0,25265.8,0.0,186.5,1779.1,1,1
14,0,51,24,2,1,0,81.4,229.9,3324.8,28.4,462.2,2363.9,1,1
4,1,34,37,0,1,3,66.5,98.9,15914.4,0.0,731.6,100.0,1,0
3,2,45,35,2,1,0,60.5,67.3,0.0,0.0,966.6,1309.7,0,0
0,3,52,20,3,1,1,46.6,145.0,0.0,0.0,595.5,2045.7,0,0
0,3,45,42,3,1,3,71.0,120.3,15178.6,0.0,966.5,1131.4,0,1
0,3,49,47,0,0,2,35.0,127.4,6074.8,0.0,1074.4,1803.7,1,0
17,5,58,36,4,0,2,53.2,35.9,0.0,0.0,799.1,774.1,0,1
5,0,41,34,0,0,0,68.1,66.1,3349.8,385.9,1353.9,1706.3,1,1
2,2,48,20,2,1,2,60.4,251.8,16914.9,773.6,662.6,1374.5,1,0
14,5,49,21,1,1,3,35.2,93.4,0.0,0.0,506.6,1620.4,1,0
9,2,53,33,2,0,0,58.4,13.2,0.0,0.0,629.8,1717.1,1,0
8,2,46,33,1,1,0,68.5,275.2,4076.1,0.0,1369.3,289.2,1,1
0,0,47,38,0,1,2,35.0,93.1,33.9,345.4,1666.7,1110.0,0,1
11,5,34,36,0,1,2,83.8,78.9,19675.4,0.0,720.0,1824.2,1,0
5,5,41,31,2,1,2,44.0,54.7,10242.9,0.0,1650.9,2535.8,0,1
5,0,48,32,2,1,0,53.6,182.4,0.0,562.9,1287.9,1788.5,0,1
10,5,39,41,2,0,3,74.6,38.4,6280.5,390.9,1608.6,1925.3,1,0
9,5,50,30,1,0,3,35.0,139.1,10587.7,0.0,1294.7,1951.3,1,0
4,5,47,18,4,0,3,67.3,244.8,9185.1,593.6,1104.2,1705.7,1,0
0,5,57,47,4,1,2,35.9,259.5,10765.8,2217.0,748.5,1319.0,0,1
6,4,37,34,2,1,1,43.7,150.6,8562.7,1738.3,1716.7,1153.9,1,0
4,5,60,35,1,0,1,45.1,167.9,11221.2,790.6,1147.0,2102.4,1,0
0,1,33,25,2,0,1,42.1,10.1,0.0,1210.4,1086.1,1220.0,0,0
8,0,32,40,0,0,0,35.0,67.9,0.0,1810.4,1876.9,1866.5,0,1
0,4,47,42,1,1,1,35.0,42.7,9422.9,515.4,276.8,2140.3,0,1
1,0,40,36,2,1,3,35.0,44.2,0.0,0.0,964.3,1286.4,0,0
6,4,42,37,3,1,0,35.0,96.4,4287.2,325.5,1310.3,1209.4,0,1
0,5,66,42,0,0,1,78.2,19.1,11792.0,0.0,477.7,657.2,1,1
0,4,61,44,2,0,0,74.9,89.8,20767.0,329.7,1017.1,119.3,1,1
14,2,43,29,0,1,2,35.0,163.6,9038.1,320.9,619.0,1364.1,1,0
0,2,41,25,3,1,0,35.0,205.1,12473.9,0.0,830.3,1692.6,1,1
11,5,41,39,0,1,0,53.6,108.5,9622.3,1570.7,843.5,266.9,1,1
2,3,51,29,1,0,2,61.8,90.7,0.0,0.0,851.8,1500.8,0,1
0,4,42,52,0,0,2,39.4,27.9,0.0,0.0,773.5,660.4,0,1
2,5,42,34,3,0,3,56.6,80.5,20743.0,1595.7,881.3,3389.6,1,1
11,4,59,23,2,1,1,48.2,90.9,26825.4,1549.0,942.6,1057.1,0,1
